"name","slug","specs","meta_title","meta_description","compatible_products"
"Вал 6Т83Г-1.60.253 привода стола станка 6Т83Г-1 ","val-6t83g-1-60-253-prjvoda-stola-stanka-6t83g-1","[{""key"":""Применимость:"",""value"":""Механизм перемещения стола""}]","Вал 6Т83Г-1.60.253 привода стола станка 6Т83Г-1 — купить, цена","Купить вал 6Т83Г-1.60.253 привода стола для горизонтально-консольного фрезерного станка 6Т83Г-1. Оригинальная деталь привода подач стола, подбор по каталогу и паспорту. Запчасть ТД РУССтанкоСбыт","[]"
"Гайка 1Н65.30.024","gaika-1n65-30-024","[{""key"":""Применимость: "",""value"":""Бабка задняя""},{""key"":""Позиция на кинематической схеме, №"",""value"":""154""},{""key"":""Число заходов"",""value"":""1""},{""key"":""Шаг левой резьбы, мм"",""value"":""12""},{""key"":""Диаметр резьбы, мм"",""value"":""90""}]","Гайка 1Н65.30.024 для задней бабки станка 1Н65 (ДИП‑500)","Купить гайку 1Н65.30.024 для задней бабки токарно-винторезных станков 1Н65 (ДИП‑500, 165, 1М65), РТ117 и РТ817. Позиция 154 по схеме, левая резьба М90×12, 1 заход. Запчасть ТД РУССтанкоСбыт","[{""spare_part_id"":""4bf42e73-a62e-4c15-9331-86691cfdf2fb""},{""spare_part_id"":""4bf42e73-a62e-4c15-9331-86691cfdf2fb""},{""spare_part_id"":""4bf42e73-a62e-4c15-9331-86691cfdf2fb""}]"
"Колесо зубчатое 1А64.07.295","koleso-zubcatoe-1a64-07-295","[{""key"":""Применимость: "",""value"":""Коробка подач""},{""key"":""Позиция на кинематической схеме, №"",""value"":""48""},{""key"":""Число зубьев, z"",""value"":""60""},{""key"":""Модуль, m"",""value"":""2,5""},{""key"":""Ширина обода, мм"",""value"":""16""}]","Колесо зубчатое 1А64.07.295 для коробки подач станка 1Н65 (ДИП‑500), z60, m2,5, ширина 16 мм","Купить колесо зубчатое 1А64.07.295 для коробки подач токарно‑винторезных станков 1Н65 (ДИП‑500, 165, 1М65), РТ117 и РТ817. Позиция 48 по схеме, z60, m2,5, ширина 16 мм. Запчасть ТД РУССтанкоСбыт","[{""spare_part_id"":""4bfc1826-c8bb-4828-b195-baf670a19ff5""},{""spare_part_id"":""4bfc1826-c8bb-4828-b195-baf670a19ff5""},{""spare_part_id"":""4bfc1826-c8bb-4828-b195-baf670a19ff5""}]"
"Колесо зубчатое 1М63Б.70.247","koleso-zubcatoe-1m63b-70-247","[{""key"":""Применимость:"",""value"":""Коробка подач""},{""key"":""Позиция на кинематической схеме, №"",""value"":""73""},{""key"":""Число зубьев, z"",""value"":""32""},{""key"":""Модуль, m"",""value"":""2,5""},{""key"":""Ширина обода, мм"",""value"":""16""}]","Колесо зубчатое 1М63Б.70.247 для коробки подач станка 1М63 (ДИП‑300), z32, m2,5","Купить колесо зубчатое 1М63Б.70.247 для коробки подач токарно‑винторезных станков 1М63, 1М63Н (ДИП‑300, 163, 1М63БФ101), а также 16К40 и РТ301/РТ30102. Позиция 73 по схеме, z32, m2,5, ширина 16 мм. Запчасть ТД РУССтанкоСбыт","[{""spare_part_id"":""4c0cafef-53d7-4e71-bd9f-312988932413""},{""spare_part_id"":""4c0cafef-53d7-4e71-bd9f-312988932413""},{""spare_part_id"":""4c0cafef-53d7-4e71-bd9f-312988932413""}]"
"Втулка 165.02.403СБ","vtulka-165-02-403sb","[{""key"":""Применимость:"",""value"":""Шпиндельная бабка""}]","Втулка 165.02.403СБ для шпиндельной бабки станка 1Н65 (ДИП‑500)","Купить втулку 165.02.403СБ для шпиндельной бабки токарно‑винторезных станков 1Н65 (ДИП‑500, 165, 1М65), РТ117 и РТ817. Переходная втулка шпинделя с бронзовым слоем. Запчасть ТД РУССтанкоСбыт","[{""spare_part_id"":""4cd7b344-49c2-4458-b9ff-2e711fb40f25""},{""spare_part_id"":""4cd7b344-49c2-4458-b9ff-2e711fb40f25""},{""spare_part_id"":""4cd7b344-49c2-4458-b9ff-2e711fb40f25""}]"
"Колесо зубчатое 165.02.446","koleso-zubcatoe-165-02-446","[{""key"":""Применимость: "",""value"":""Шпиндельная бабка""},{""key"":""Позиция на кинематической схеме, № "",""value"":""3""},{""key"":""Число зубьев, z"",""value"":""32""},{""key"":""Модуль, m"",""value"":""3,5""},{""key"":""Ширина обода, мм"",""value"":""25""}]","Колесо зубчатое 165.02.446 для шпиндельной бабки станка 1Н65 (ДИП‑500), z=32, m=3,5","Купить колесо зубчатое 165.02.446 для шпиндельной бабки токарно‑винторезных станков 1Н65 (ДИП‑500, 165, 1М65), РТ117 и РТ817. Позиция 3 по схеме, z32, m3,5, ширина 25 мм. Запчасть ТД РУССтанкоСбыт.","[{""spare_part_id"":""4cd84cf0-268d-4898-9e74-e6d988b8da69""},{""spare_part_id"":""4cd84cf0-268d-4898-9e74-e6d988b8da69""},{""spare_part_id"":""4cd84cf0-268d-4898-9e74-e6d988b8da69""}]"
"Колесо зубчатое 1М63.02.438","koleso-zubcatoe-1m63-02-438","[{""key"":""Применимость:"",""value"":""Шпиндельная бабка""},{""key"":""Позиция на кинематической схеме, №"",""value"":""32""},{""key"":""Число зубьев, z"",""value"":""28""},{""key"":""Модуль, m"",""value"":""2,5""},{""key"":""Ширина обода, мм"",""value"":""16""}]","Колесо зубчатое 1М63.02.438 для шпиндельной бабки станка 1М63, z28 m2,5","Купить колесо зубчатое 1М63.02.438 для шпиндельной бабки станка 1М63Н (ДИП-300), РТ301, РТ30102. Позиция 32 по схеме, z28, m2,5, ширина обода 16 мм. Запчасть ТД РУССтанкоСбыт.","[{""spare_part_id"":""4cf6017c-744e-4e4a-a265-e6d2864189fd""},{""spare_part_id"":""4cf6017c-744e-4e4a-a265-e6d2864189fd""},{""spare_part_id"":""4cf6017c-744e-4e4a-a265-e6d2864189fd""}]"
"Колесо зубчатое 1А64.02.862","koleso-zubcatoe-1a64-02-862","[{""key"":""Применимость: "",""value"":""Шпиндельная бабка""},{""key"":""Позиция на кинематической схеме, №"",""value"":""7""},{""key"":""Число зубьев, z"",""value"":""49""},{""key"":""Модуль, m"",""value"":""4""},{""key"":""Ширина обода, мм"",""value"":""30""},{""key"":""Номер оси - "",""value"":""III""},{""key"":""Шлицевое исполнение - "",""value"":""8""}]","Колесо зубчатое 1А64.02.862 для шпиндельной бабки станка 1Н65 (ДИП-500), z49 m4","Купить колесо зубчатое 1А64.02.862 для шпиндельной бабки станка 1Н65 (ДИП-500, 165, 1М65), РТ117 и РТ817. Позиция 7 по схеме, z49, m4, ширина обода 30 мм. Запчасть ТД РУССтанкоСбыт.","[{""spare_part_id"":""4d15cdca-3df3-4d10-8a62-63b3ef116919""},{""spare_part_id"":""4d15cdca-3df3-4d10-8a62-63b3ef116919""},{""spare_part_id"":""4d15cdca-3df3-4d10-8a62-63b3ef116919""}]"
"Колесо зубчатое 1Н65.60.177","koleso-zubcatoe-1n65-60-177","[{""key"":""Применимость:"",""value"":""Фартук""},{""key"":""Позиция на кинематической схеме, №"",""value"":""129""},{""key"":""Число зубьев, z"",""value"":""53""},{""key"":""Модуль, m"",""value"":""3,5""},{""key"":""Ширина обода, мм"",""value"":""42""}]","Колесо зубчатое 1Н65.60.177 для фартука станка 1Н65 (ДИП-500), z53 m3,5","Купить колесо зубчатое 1Н65.60.177 для фартука станка 1Н65 (ДИП-500, 165, 1М65), РТ117 и РТ817. Позиция 129 по схеме, z53, m3,5, ширина обода 42 мм. Запчасть ТД РУССтанкоСбыт.","[{""spare_part_id"":""4d270634-116f-44e1-b0f4-5f522decfb65""},{""spare_part_id"":""4d270634-116f-44e1-b0f4-5f522decfb65""},{""spare_part_id"":""4d270634-116f-44e1-b0f4-5f522decfb65""}]"
"Колесо зубчатое 1М63Б.20.189","koleso-zubcatoe-1m63b-20-189","[{""key"":""Применимость:"",""value"":""Шпиндельная бабка""},{""key"":""Позиция на кинематической схеме, №"",""value"":""13""},{""key"":""Число зубьев, z"",""value"":""60""},{""key"":""Модуль, m"",""value"":""3""},{""key"":""Ширина обода, мм"",""value"":""28""}]","Колесо зубчатое 1М63Б.20.189 для шпиндельной бабки станка 1М63 (ДИП-300), z60 m3","Купить колесо зубчатое 1М63Б.20.189 для шпиндельной бабки станка 1М63Н (ДИП-300, 163), РТ301 и РТ30102. Позиция 13 по схеме, z60, m3, ширина обода 28 мм. Запчасть ТД РУССтанкоСбыт.","[{""spare_part_id"":""4d679f4c-a713-41f9-882c-58838217a7c5""},{""spare_part_id"":""4d679f4c-a713-41f9-882c-58838217a7c5""},{""spare_part_id"":""4d679f4c-a713-41f9-882c-58838217a7c5""}]"
"Зубчатое колесо 16М50.70.161","zubcatoe-koleso-16m50-70-161","[{""key"":""Применимость:"",""value"":""Коробка подач с питчевыми резьбами""},{""key"":""Позиция на кинематической схеме, №"",""value"":""106""},{""key"":""Число зубьев, z"",""value"":""39""},{""key"":""Модуль, m"",""value"":""2,75""},{""key"":""Ширина обода, мм"",""value"":""16""}]","Зубчатое колесо 16М50.70.161 для коробки подач станка 1Н65 (ДИП-500), z39 m2,75","Купить зубчатое колесо 16М50.70.161 для коробки подач (питчевые резьбы) станка 1Н65 (ДИП-500, 165, 1М65), РТ117 и РТ817. Позиция 106, z39, m2,75, ширина 16 мм. Запчасть ТД РУССтанкоСбыт.","[{""spare_part_id"":""4da36dcf-25cf-4ff5-9ef9-4089b2c99ea7""},{""spare_part_id"":""4da36dcf-25cf-4ff5-9ef9-4089b2c99ea7""},{""spare_part_id"":""4da36dcf-25cf-4ff5-9ef9-4089b2c99ea7""}]"
